step,lambda,risk,distance,grad,dlam,w_field,w_target,vmin,vmax,line_max_loading_percent,vm_dev,converged,state
140,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030248115495188535,0.9194670513963209,0.9627837784511388,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
141,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03023998104994169,0.9194670513963209,0.9636062025405446,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
142,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03023202636404295,0.9194670513963209,0.9644104522598858,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
143,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03022424746507353,0.9194670513963209,0.9651969292361715,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
144,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030216640468399274,0.9194670513963209,0.9659660262210411,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
145,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030209201575230764,0.9194670513963209,0.9667181272868968,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
146,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03020192707072627,0.9194670513963209,0.9674536080187023,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
147,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030194813322136645,0.9194670513963209,0.9681728357015428,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
148,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03018785677699118,0.9194670513963209,0.9688761695040397,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
149,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030181053961323576,0.9194670513963209,0.9695639606577131,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
150,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03017440147793711,0.9194670513963209,0.9702365526323803,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
151,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030167896004708143,0.9194670513963209,0.9708942813076773,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
152,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03016153429292711,0.9194670513963209,0.9715374751407914,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
153,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030155313165676177,0.9194670513963209,0.9721664553304861,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
154,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03014922951624275,0.9194670513963209,0.972781535977502,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
155,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03014328030656805,0.9194670513963209,0.9733830242414124,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
156,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03013746256572994,0.9194670513963209,0.973971220494013,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
157,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030131773388459328,0.9194670513963209,0.9745464184693219,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
158,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03012620993368932,0.9194670513963209,0.9751089054102652,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
159,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03012076942313646,0.9194670513963209,0.9756589622121197,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
160,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030115449139913264,0.9194670513963209,0.9761968635627876,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
161,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03011024642717152,0.9194670513963209,0.9767228780799699,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
162,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030105158686775463,0.9194670513963209,0.9772372684453093,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
163,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030100183378004332,0.9194670513963209,0.9777402915355679,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
164,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030095318016283585,0.9194670513963209,0.9782321985509069,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
165,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030090560171944135,0.9194670513963209,0.9787132351403316,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
166,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030085907469009042,0.9194670513963209,0.9791836415243629,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
167,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030081357584006967,0.9194670513963209,0.9796436526149997,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
168,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030076908244811913,0.9194670513963209,0.9800934981330288,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
169,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03007255722950853,0.9194670513963209,0.9805334027227439,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
170,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030068302365282552,0.9194670513963209,0.9809635860641279,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
171,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030064141527335733,0.9194670513963209,0.9813842629825574,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
172,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030060072637824765,0.9194670513963209,0.981795643556082,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
173,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030056093664823626,0.9194670513963209,0.9821979332203337,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
174,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03005220262130891,0.9194670513963209,0.9825913328711173,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
175,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.03004839756416751,0.9194670513963209,0.9829760389647341,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
176,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030044676593226273,0.9194670513963209,0.9833522436160882,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
177,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030041037850303105,0.9194670513963209,0.9837201346946254,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
178,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030037479518279023,0.9194670513963209,0.9840798959181511,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
179,0.6,0.012016698392790676,0.2100889534259248,0.0,-0.030033999820190706,0.9194670513963209,0.9844317069445759,0.9793529600397755,1.012299166467797,65.2120084845892,0.006408905809488361,True,CRITICAL
